name,salary_from,salary_to,salary_currency,area_name,published_at
Системный администратор Linux,118000.0,118000.0,RUR,Санкт-Петербург,2022-12-16T15:07:56+0300
Специалист технической поддержки,40000.0,,RUR,Смоленск,2022-12-16T15:51:20+0300
Оператор станков с ЧПУ,65000.0,,RUR,Пермь,2022-12-16T14:13:56+0300
System analyst,,,,Москва,2022-12-16T15:14:06+0300
"Стажер, Технологический консалтинг",,,,Москва,2022-12-16T13:45:44+0300
"Producer, Event manager, Sales manager",100000.0,200000.0,RUR,Москва,2022-12-16T13:00:38+0300
Разработчик C# / .NET Core / Backend,,230000.0,RUR,Москва,2022-12-16T13:04:32+0300
Старший системный администратор,120000.0,,RUR,Москва,2022-12-16T15:40:26+0300
Менеджер проекта,50000.0,150000.0,RUR,Киров (Кировская область),2022-12-16T13:35:34+0300
Механик,50000.0,,RUR,Санкт-Петербург,2022-12-16T14:20:01+0300
Менеджер отдела технической поддержки,30000.0,40000.0,RUR,Ставрополь,2022-12-16T15:27:51+0300
Full Stack разработчик JS для разработки инструментов продажи недвижимости (удаленно),55000.0,,RUR,Нижний Новгород,2022-12-16T14:18:24+0300
Главный дизайнер по упаковке,,250000.0,RUR,Москва,2022-12-16T13:01:41+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Чапаевск,2022-12-16T15:08:51+0300
Менеджер проектных продаж (м. Белорусская),100000.0,200000.0,RUR,Москва,2022-12-16T13:02:33+0300
Product дизайнер,200000.0,400000.0,KZT,Астана,2022-12-16T15:20:56+0300
Мастер по ремонту электровелосипедов,60000.0,100000.0,RUR,Москва,2022-12-16T14:53:09+0300
"Стажер, Оценка основных средств (Deal Advisory)",,,,Москва,2022-12-16T13:55:30+0300
Программист 1С,,,,Фёдоровское (Ленинградская область),2022-12-16T14:51:53+0300
Токарь (Пермь),110000.0,,RUR,Уфа,2022-12-16T14:53:39+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Владимир,2022-12-16T15:08:50+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Ростов-на-Дону,2022-12-16T15:08:51+0300
Инженер-механик,150000.0,150000.0,RUR,Новый Уренгой,2022-12-16T14:10:08+0300
Руководитель IT проекта,,,,Москва,2022-12-16T14:52:53+0300
Backend Developer (PHP),2100.0,4000.0,USD,Астана,2022-12-16T14:59:06+0300
Шлифовщик,96000.0,102000.0,RUR,Саранск,2022-12-16T15:04:38+0300
Шлифовщик,96000.0,102000.0,RUR,Белгород,2022-12-16T15:04:38+0300
Руководитель управления Развития IT,,,,Москва,2022-12-16T15:45:24+0300
Программист-консультант 1С (удаленно),,,,Москва,2022-12-16T15:59:42+0300
Менеджер по работе с проектными организациями,100000.0,100000.0,RUR,Санкт-Петербург,2022-12-16T15:32:00+0300
Инженер по БДД и охране труда отдела эксплуатации транспорта,,75000.0,RUR,Казань,2022-12-16T14:13:25+0300
Системный администратор,40000.0,,RUR,Ульяновск,2022-12-16T15:32:14+0300
Системный администратор,,,,Красноярск,2022-12-16T14:10:56+0300
Сервисный инженер,75000.0,,RUR,Москва,2022-12-16T14:06:09+0300
Инженер удаленной техподдержки (г. Владивосток),60000.0,,RUR,Владивосток,2022-12-16T13:05:07+0300
Инженер-электронщик (программист),,,,Москва,2022-12-16T15:09:37+0300
Оператор станков с ЧПУ 5-6 разряд (токарная обработка),,,,Воронеж,2022-12-16T13:33:39+0300
Web-программист (VUE),45000.0,80000.0,RUR,Москва,2022-12-16T14:19:59+0300
Заместитель начальника службы по КИПиА,,,,Белгород,2022-12-16T13:01:55+0300
Главный специалист по информационной безопасности,160000.0,,RUR,Москва,2022-12-16T13:37:38+0300
Инженер по авиационному и радиоэлектронному оборудованию,50000.0,75000.0,RUR,Москва,2022-12-16T14:21:38+0300
ИТ - аналитик,50000.0,,RUR,Пермь,2022-12-16T14:53:17+0300
Специалист по оценке проектов (M&A),,,,Москва,2022-12-16T13:06:57+0300
IOS - developer (middle и выше),,,,Казань,2022-12-16T15:21:02+0300
Оператор ЧПУ (Тамбовская область),102000.0,,RUR,Нижний Новгород,2022-12-16T13:51:39+0300
Бизнес аналитик Senior,,,,Ташкент,2022-12-16T15:25:31+0300
Эксперт по информационной безопасности (экспертная поддержка цифровой трансформации),,,,Москва,2022-12-16T14:48:03+0300
Middle/Senior Fullstack-разработчик (.Net),,,,Москва,2022-12-16T13:24:48+0300
"Дизайнер-консультант (ул. Суворова, 10)",25000.0,,RUR,Пенза,2022-12-16T14:02:24+0300
Старший администратор проекта,,80000.0,RUR,Набережные Челны,2022-12-16T13:30:05+0300
Сборщик спортивного инвентаря (ТЦ Столица),46600.0,,RUR,Зеленоград,2022-12-16T13:18:58+0300
Программист С++,50000.0,,RUR,Пермь,2022-12-16T14:16:45+0300
Программист 1С в Аккредитованную IT компанию,100000.0,250000.0,RUR,Казань,2022-12-16T15:39:33+0300
Инженер-монтажник слаботочных систем,55000.0,60000.0,RUR,Краснодар,2022-12-16T15:42:34+0300
Backend (Nodejs/Python/Java) Mentor,750.0,1600.0,USD,Фергана,2022-12-16T15:33:16+0300
Сервисный инженер по ремонту и обслуживанию спецтехники (перегружателей металлолома),70000.0,120000.0,RUR,Екатеринбург,2022-12-16T14:34:28+0300
Токарь (Пермь),110000.0,,RUR,Екатеринбург,2022-12-16T14:53:39+0300
Фрезеровщик,90000.0,,RUR,Уфа,2022-12-16T14:53:39+0300
Фотограф объектов недвижимости,,,,Челябинск,2022-12-16T15:41:34+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Мичуринск,2022-12-16T15:08:50+0300
Оператор-наладчик станков с ЧПУ (в Ярославскую область),110000.0,120000.0,RUR,Владимир,2022-12-16T14:46:40+0300
Токарь-универсал,95000.0,,RUR,Рыбинск,2022-12-16T14:53:57+0300
Бизнес-аналитик,,,,Москва,2022-12-16T14:30:12+0300
Аналитик внедрения 1С: ЗУП,,,,Воронеж,2022-12-16T15:44:38+0300
Системный администратор,75000.0,,RUR,Москва,2022-12-16T14:41:35+0300
Разработчик BI (middle),,,,Москва,2022-12-16T15:22:55+0300
Руководитель отдела тестирования,,,,Москва,2022-12-16T15:14:46+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Камышин,2022-12-16T15:08:52+0300
Шлифовщик (в Тамбовскую область),97000.0,120000.0,RUR,Мичуринск,2022-12-16T14:53:40+0300
Ведущий программист 1С,,,,Воронеж,2022-12-16T14:25:22+0300
Токарь,50000.0,,RUR,Уфа,2022-12-16T15:36:18+0300
Инженер-механик,,88000.0,RUR,Рязань,2022-12-16T14:18:02+0300
"Системный администратор (г. Ялта, Республика Крым)",,,,Санкт-Петербург,2022-12-16T15:37:12+0300
Системный аналитик (Middle),200000.0,,RUR,Санкт-Петербург,2022-12-16T15:58:35+0300
Аналитик сопровождения,,,,Казань,2022-12-16T14:20:10+0300
Шлифовщик,90000.0,113000.0,RUR,Бугульма,2022-12-16T14:53:40+0300
Инженер по поддержке систем,,,,Ростов-на-Дону,2022-12-16T15:47:12+0300
Фрезеровщик,45000.0,,RUR,Иваново (Ивановская область),2022-12-16T13:05:10+0300
Специалист технической поддержки,45000.0,,RUR,Люберцы,2022-12-16T15:06:45+0300
Аналитик бизнес-процессов,,100000.0,RUR,Москва,2022-12-16T15:06:03+0300
Продакт-менеджер (со знанием английского языка),,,,Москва,2022-12-16T13:08:05+0300
Программист 1С,,,,Москва,2022-12-16T13:10:34+0300
Программист 1С,,,,Раменское,2022-12-16T13:10:43+0300
Фрезеровщик,70000.0,,RUR,Екатеринбург,2022-12-16T14:38:35+0300
Специалист технической поддержки (helpdesk),45200.0,,RUR,Москва,2022-12-16T14:12:44+0300
Технический дизайнер,,,,Санкт-Петербург,2022-12-16T15:05:45+0300
Токарь-универсал,105000.0,130000.0,RUR,Красноуфимск,2022-12-16T14:59:21+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Батайск,2022-12-16T15:08:51+0300
Оператор ЧПУ (Тамбовская область),102000.0,,RUR,Ульяновск,2022-12-16T13:51:39+0300
Старший программист 1С,,,,Москва,2022-12-16T13:56:43+0300
Инженер-монтажник,45000.0,,RUR,Нижний Тагил,2022-12-16T15:36:04+0300
Программист 1С,,,,Люберцы,2022-12-16T13:10:34+0300
Инженер-монтажник,50000.0,,RUR,Новокузнецк,2022-12-16T15:36:05+0300
Ведущий инженер по защите информации,,,,Москва,2022-12-16T14:30:17+0300
Шлифовщик,90000.0,113000.0,RUR,Уфа,2022-12-16T14:53:39+0300
Middle/Senior Java-разработчик,150000.0,,RUR,Москва,2022-12-16T15:58:01+0300
Руководитель проектов,50000.0,150000.0,RUR,Екатеринбург,2022-12-16T14:53:46+0300
Системный аналитик - криптограф / стажер,,20000.0,RUR,Томск,2022-12-16T15:32:21+0300
Инженер дистанционной технической поддержки,830.0,1100.0,BYR,Минск,2022-12-16T13:21:41+0300
Токарь (Тамбовская область),95000.0,120000.0,RUR,Рассказово,2022-12-16T15:08:50+0300
